목록키,기관구분,기관명,목록명,목록설명,조회수,분류체계,키워드
2424467,소속단체,동북아역사재단,동북아역사재단_후렝 우주르 하단 올-산양들(후렝 우주르 하단 올 11구역 13암면 부분),"중앙아시아라는 보다 넓은 공간속에서 한반도를 비롯한 주변 지역의 선사문화를 조망하고 한국 민족 문화의 계통성을 파악할 수 있는 자료. 암각화는 세계의 모든 지역에서 살필 수 있는 가장 보편적인 선사 및 고대의 문화현상이며, 이 속에서 시대와 민족 그리고 지역의 차이에 따라서 바뀌어온 문화상들을 비교 연구할 수 있다.",649,문화체육관광 - 문화재,"암각화, 후렝 우주르 하단 올,중앙아시아"
2424503,소속단체,동북아역사재단,동북아역사재단_조라그트 하드-산양들(1암면 부분),"중앙아시아라는 보다 넓은 공간속에서 한반도를 비롯한 주변 지역의 선사문화를 조망하고 한국 민족 문화의 계통성을 파악할 수 있는 자료. 암각화는 세계의 모든 지역에서 살필 수 있는 가장 보편적인 선사 및 고대의 문화현상이며, 이 속에서 시대와 민족 그리고 지역의 차이에 따라서 바뀌어온 문화상들을 비교 연구할 수 있다.",657,문화체육관광 - 문화재,"암각화, 조라그트 하드,중앙아시아"
2647378,소속단체,동북아역사재단,동북아역사재단_쉬쉬카-부분-기마상,러시아의 하카스코-미누신스크 분지와 투바공화국 내의 바위그림. 우리의 선사 및 고대문화와 직간접적으로 관련이 있는 지역의 바위그림을 통해서 한국 민족문화의 기원을 계통을 파악할 수 있는 주요한 자료이다.,625,문화체육관광 - 문화재,"암각화, 쉬쉬카,러시아"
2647408,소속단체,동북아역사재단,동북아역사재단_세들로비나 1-암면 1의 부분 5,러시아의 하카스코-미누신스크 분지와 투바공화국 내의 바위그림. 우리의 선사 및 고대문화와 직간접적으로 관련이 있는 지역의 바위그림을 통해서 한국 민족문화의 기원을 계통을 파악할 수 있는 주요한 자료이다.,518,문화체육관광 - 문화재,"암각화, 세들로비나,러시아"
2703224,소속단체,동북아역사재단,동북아역사재단_후렝 우주르 하단 올-동물들(후렝 우주르 하단 올 7구역 36암면),"중앙아시아라는 보다 넓은 공간속에서 한반도를 비롯한 주변 지역의 선사문화를 조망하고 한국 민족 문화의 계통성을 파악할 수 있는 자료. 암각화는 세계의 모든 지역에서 살필 수 있는 가장 보편적인 선사 및 고대의 문화현상이며, 이 속에서 시대와 민족 그리고 지역의 차이에 따라서 바뀌어온 문화상들을 비교 연구할 수 있다.",647,문화체육관광 - 문화재,"암각화, 후렝 우주르 하단 올,중앙아시아"
2703272,소속단체,동북아역사재단,동북아역사재단_덕흥리 고분벽화 - 운문문양 9,"덕흥리벽화고분(德興里壁畵古墳)은 평안남도(平安南道) 남포시(南浦市) 강서구역(江西區域) 덕흥동(德興洞 : 구 지명은 평안남도 대안시 덕흥리)에 위치한 고구려 초기 벽화무덤이다. 이 벽화무덤은 묘실(墓室 : 무덤방) 안에서 발견된 묵서명(墨書銘)에 의해 피장자는 유주자사(幽州刺史)를 지냈던 진(鎭)이라는 자이며, 조성연대는 영락(永樂) 18년 즉 408년이라는 것이 밝혀져 주목을 받았다.",633,문화체육관광 - 문화재,"고분벽화, 고구려, 덕흥리"
2703373,소속단체,동북아역사재단,동북아역사재단_알라가-알라가 암면 3,러시아의 하카스코-미누신스크 분지와 투바공화국 내의 바위그림. 우리의 선사 및 고대문화와 직간접적으로 관련이 있는 지역의 바위그림을 통해서 한국 민족문화의 기원을 계통을 파악할 수 있는 주요한 자료이다.,577,문화체육관광 - 문화재,"암각화, 알라가,러시아"
2759107,소속단체,동북아역사재단,동북아역사재단_노곤 혼드-부분 2,"흉노, 선비, 유연, 돌궐 등을 거쳐 몽골 제국에 이르기까지 유목민들이 차례로 제국을 건설하면서 주변 지역 문화 발전에 기여한 경험을 간직한 역사의 무대인 몽골고비알타이 지역의 바위그림. 한국 선사 및 고대문화의 계통성을 연구하는 의미 있는 형상들을 채록할 수 있는 주요한 자료이다.",680,문화체육관광 - 문화재,"암각화, 노곤 혼드,유목민"
2759212,소속단체,동북아역사재단,동북아역사재단_덕흥리 고분벽화 - 그 외 문관들 12,"덕흥리벽화고분(德興里壁畵古墳)은 평안남도(平安南道) 남포시(南浦市) 강서구역(江西區域) 덕흥동(德興洞 : 구 지명은 평안남도 대안시 덕흥리)에 위치한 고구려 초기 벽화무덤이다. 이 벽화무덤은 묘실(墓室 : 무덤방) 안에서 발견된 묵서명(墨書銘)에 의해 피장자는 유주자사(幽州刺史)를 지냈던 진(鎭)이라는 자이며, 조성연대는 영락(永樂) 18년 즉 408년이라는 것이 밝혀져 주목을 받았다.",611,문화체육관광 - 문화재,"고분벽화, 고구려, 덕흥리"
2871086,소속단체,동북아역사재단,동북아역사재단_노곤 혼드-동물과 사냥꾼,"흉노, 선비, 유연, 돌궐 등을 거쳐 몽골 제국에 이르기까지 유목민들이 차례로 제국을 건설하면서 주변 지역 문화 발전에 기여한 경험을 간직한 역사의 무대인 몽골고비알타이 지역의 바위그림. 한국 선사 및 고대문화의 계통성을 연구하는 의미 있는 형상들을 채록할 수 있는 주요한 자료이다.",711,문화체육관광 - 문화재,"암각화, 노곤 혼드,유목민"
2926671,소속단체,동북아역사재단,동북아역사재단_후렝 우주르 하단 올-후렝 우주르 5구역 19암면,"중앙아시아라는 보다 넓은 공간속에서 한반도를 비롯한 주변 지역의 선사문화를 조망하고 한국 민족 문화의 계통성을 파악할 수 있는 자료. 암각화는 세계의 모든 지역에서 살필 수 있는 가장 보편적인 선사 및 고대의 문화현상이며, 이 속에서 시대와 민족 그리고 지역의 차이에 따라서 바뀌어온 문화상들을 비교 연구할 수 있다.",697,문화체육관광 - 문화재,"암각화, 후렝 우주르 하단 올,중앙아시아"
2926734,소속단체,동북아역사재단,동북아역사재단_사프로노보 무덤군-전경,러시아의 하카스코-미누신스크 분지와 투바공화국 내의 바위그림. 우리의 선사 및 고대문화와 직간접적으로 관련이 있는 지역의 바위그림을 통해서 한국 민족문화의 기원을 계통을 파악할 수 있는 주요한 자료이다.,562,문화체육관광 - 문화재,"암각화, 사프로노보 무덤군,러시아"
2926900,소속단체,동북아역사재단,동북아역사재단_후흐딘 오보-후흐딘 오보 2구역 2암면 전경,"중앙아시아라는 보다 넓은 공간속에서 한반도를 비롯한 주변 지역의 선사문화를 조망하고 한국 민족 문화의 계통성을 파악할 수 있는 자료. 암각화는 세계의 모든 지역에서 살필 수 있는 가장 보편적인 선사 및 고대의 문화현상이며, 이 속에서 시대와 민족 그리고 지역의 차이에 따라서 바뀌어온 문화상들을 비교 연구할 수 있다.",631,문화체육관광 - 문화재,"암각화, 후흐딘 오보,중앙아시아"
2926918,소속단체,동북아역사재단,동북아역사재단_강서대묘 - 동벽의 제2굄돌(아랫면),"강서대묘(江西大墓)는 평안남도(平安南道) 대안시(大安市)에 위치한 고구려 후기 사신도(四神圖) 벽화고분(壁畵古墳) 중의 하나로, 사신도 벽화 가운데 가장 빼어난 솜씨를 자랑하는 고구려 절정기의 벽화고분이다. 무덤의 형태는 먼저 반듯하게 잘 다듬은 화강암(花崗巖) 판석(板石)으로 무덤방을 쌓아 올리고 그 위에 흙을 봉긋하게 덮어 완성한 봉토석실분(封土石室墳)이다. 흙으로 이루어진 봉분(封墳)은 직경 51m에 높이 9m로 대형의 규모를 자랑한다.",663,문화체육관광 - 문화재,"고분벽화, 고구려, 강서대묘"
2152089,소속단체,동북아역사재단,동북아역사재단_사프로노보 무덤군-제3쿠르간의 둘레돌 3,러시아의 하카스코-미누신스크 분지와 투바공화국 내의 바위그림. 우리의 선사 및 고대문화와 직간접적으로 관련이 있는 지역의 바위그림을 통해서 한국 민족문화의 기원을 계통을 파악할 수 있는 주요한 자료이다.,613,문화체육관광 - 문화재,"암각화, 사프로노보 무덤군,러시아"
2647175,소속단체,동북아역사재단,동북아역사재단_하난하드-8-5의 부분,"흉노, 선비, 유연, 돌궐 등을 거쳐 몽골 제국에 이르기까지 유목민들이 차례로 제국을 건설하면서 주변 지역 문화 발전에 기여한 경험을 간직한 역사의 무대인 몽골고비알타이 지역의 바위그림. 한국 선사 및 고대문화의 계통성을 연구하는 의미 있는 형상들을 채록할 수 있는 주요한 자료이다.",657,문화체육관광 - 문화재,"암각화, 하난하드,유목민"
2814900,소속단체,동북아역사재단,"동북아역사재단_샬라볼리노-동물, 사람, 배",러시아의 하카스코-미누신스크 분지와 투바공화국 내의 바위그림. 우리의 선사 및 고대문화와 직간접적으로 관련이 있는 지역의 바위그림을 통해서 한국 민족문화의 기원을 계통을 파악할 수 있는 주요한 자료이다.,615,문화체육관광 - 문화재,"암각화, 샬라볼리노,러시아"
2814902,소속단체,동북아역사재단,동북아역사재단_강서대묘 - 북벽의 제2굄돌(옆면의 천인(天人) 도상 상세도01),"강서대묘(江西大墓)는 평안남도(平安南道) 대안시(大安市)에 위치한 고구려 후기 사신도(四神圖) 벽화고분(壁畵古墳) 중의 하나로, 사신도 벽화 가운데 가장 빼어난 솜씨를 자랑하는 고구려 절정기의 벽화고분이다. 무덤의 형태는 먼저 반듯하게 잘 다듬은 화강암(花崗巖) 판석(板石)으로 무덤방을 쌓아 올리고 그 위에 흙을 봉긋하게 덮어 완성한 봉토석실분(封土石室墳)이다. 흙으로 이루어진 봉분(封墳)은 직경 51m에 높이 9m로 대형의 규모를 자랑한다.",634,문화체육관광 - 문화재,"고분벽화, 고구려, 강서대묘"
2814921,소속단체,동북아역사재단,동북아역사재단_강서대묘 - 천정도 04,"강서대묘(江西大墓)는 평안남도(平安南道) 대안시(大安市)에 위치한 고구려 후기 사신도(四神圖) 벽화고분(壁畵古墳) 중의 하나로, 사신도 벽화 가운데 가장 빼어난 솜씨를 자랑하는 고구려 절정기의 벽화고분이다. 무덤의 형태는 먼저 반듯하게 잘 다듬은 화강암(花崗巖) 판석(板石)으로 무덤방을 쌓아 올리고 그 위에 흙을 봉긋하게 덮어 완성한 봉토석실분(封土石室墳)이다. 흙으로 이루어진 봉분(封墳)은 직경 51m에 높이 9m로 대형의 규모를 자랑한다.",681,문화체육관광 - 문화재,"고분벽화, 고구려, 강서대묘"
2814950,소속단체,동북아역사재단,동북아역사재단_후렝 우주르 하단 올-산양들(후렝 우주르 하단 올 5구역 19암면 부분) 1,"중앙아시아라는 보다 넓은 공간속에서 한반도를 비롯한 주변 지역의 선사문화를 조망하고 한국 민족 문화의 계통성을 파악할 수 있는 자료. 암각화는 세계의 모든 지역에서 살필 수 있는 가장 보편적인 선사 및 고대의 문화현상이며, 이 속에서 시대와 민족 그리고 지역의 차이에 따라서 바뀌어온 문화상들을 비교 연구할 수 있다.",675,문화체육관광 - 문화재,"암각화, 후렝 우주르 하단 올,중앙아시아"
2814974,소속단체,동북아역사재단,동북아역사재단_샨치크-사슴,러시아의 하카스코-미누신스크 분지와 투바공화국 내의 바위그림. 우리의 선사 및 고대문화와 직간접적으로 관련이 있는 지역의 바위그림을 통해서 한국 민족문화의 기원을 계통을 파악할 수 있는 주요한 자료이다.,522,문화체육관광 - 문화재,"암각화, 샨치크,러시아"
2814977,소속단체,동북아역사재단,동북아역사재단_덕흥리 고분벽화 - 괴운문,"덕흥리벽화고분(德興里壁畵古墳)은 평안남도(平安南道) 남포시(南浦市) 강서구역(江西區域) 덕흥동(德興洞 : 구 지명은 평안남도 대안시 덕흥리)에 위치한 고구려 초기 벽화무덤이다. 이 벽화무덤은 묘실(墓室 : 무덤방) 안에서 발견된 묵서명(墨書銘)에 의해 피장자는 유주자사(幽州刺史)를 지냈던 진(鎭)이라는 자이며, 조성연대는 영락(永樂) 18년 즉 408년이라는 것이 밝혀져 주목을 받았다.",544,문화체육관광 - 문화재,"고분벽화, 고구려, 덕흥리"
2814998,소속단체,동북아역사재단,동북아역사재단_덕흥리 고분벽화 - 뿔피리를 연주하는 인물,"덕흥리벽화고분(德興里壁畵古墳)은 평안남도(平安南道) 남포시(南浦市) 강서구역(江西區域) 덕흥동(德興洞 : 구 지명은 평안남도 대안시 덕흥리)에 위치한 고구려 초기 벽화무덤이다. 이 벽화무덤은 묘실(墓室 : 무덤방) 안에서 발견된 묵서명(墨書銘)에 의해 피장자는 유주자사(幽州刺史)를 지냈던 진(鎭)이라는 자이며, 조성연대는 영락(永樂) 18년 즉 408년이라는 것이 밝혀져 주목을 받았다.",571,문화체육관광 - 문화재,"고분벽화, 고구려, 덕흥리"
2814999,소속단체,동북아역사재단,동북아역사재단_우스튜 사르골-동물 형상들 3,러시아의 하카스코-미누신스크 분지와 투바공화국 내의 바위그림. 우리의 선사 및 고대문화와 직간접적으로 관련이 있는 지역의 바위그림을 통해서 한국 민족문화의 기원을 계통을 파악할 수 있는 주요한 자료이다.,601,문화체육관광 - 문화재,"암각화, 우스튜 사르골,러시아"
2982542,소속단체,동북아역사재단,동북아역사재단_노곤 혼드 - 동물들 3,"흉노, 선비, 유연, 돌궐 등을 거쳐 몽골 제국에 이르기까지 유목민들이 차례로 제국을 건설하면서 주변 지역 문화 발전에 기여한 경험을 간직한 역사의 무대인 몽골고비알타이 지역의 바위그림. 한국 선사 및 고대문화의 계통성을 연구하는 의미 있는 형상들을 채록할 수 있는 주요한 자료이다.",673,문화체육관광 - 문화재,"암각화, 노곤 혼드,유목민"
2982567,소속단체,동북아역사재단,동북아역사재단_하난하드-앞의 세부,"흉노, 선비, 유연, 돌궐 등을 거쳐 몽골 제국에 이르기까지 유목민들이 차례로 제국을 건설하면서 주변 지역 문화 발전에 기여한 경험을 간직한 역사의 무대인 몽골고비알타이 지역의 바위그림. 한국 선사 및 고대문화의 계통성을 연구하는 의미 있는 형상들을 채록할 수 있는 주요한 자료이다.",626,문화체육관광 - 문화재,"암각화, 하난하드,유목민"
2151050,소속단체,동북아역사재단,동북아역사재단_노곤 혼드 - 동물들 4,"흉노, 선비, 유연, 돌궐 등을 거쳐 몽골 제국에 이르기까지 유목민들이 차례로 제국을 건설하면서 주변 지역 문화 발전에 기여한 경험을 간직한 역사의 무대인 몽골고비알타이 지역의 바위그림. 한국 선사 및 고대문화의 계통성을 연구하는 의미 있는 형상들을 채록할 수 있는 주요한 자료이다.",695,문화체육관광 - 문화재,"암각화, 노곤 혼드,유목민"
2151060,소속단체,동북아역사재단,동북아역사재단_쉬쉬카-말과 사람들,러시아의 하카스코-미누신스크 분지와 투바공화국 내의 바위그림. 우리의 선사 및 고대문화와 직간접적으로 관련이 있는 지역의 바위그림을 통해서 한국 민족문화의 기원을 계통을 파악할 수 있는 주요한 자료이다.,733,문화체육관광 - 문화재,"암각화, 쉬쉬카,러시아"
2151422,소속단체,동북아역사재단,동북아역사재단_바타르 하이르항-동물들과 라마교 명문,"흉노, 선비, 유연, 돌궐 등을 거쳐 몽골 제국에 이르기까지 유목민들이 차례로 제국을 건설하면서 주변 지역 문화 발전에 기여한 경험을 간직한 역사의 무대인 몽골고비알타이 지역의 바위그림. 한국 선사 및 고대문화의 계통성을 연구하는 의미 있는 형상들을 채록할 수 있는 주요한 자료이다.",589,문화체육관광 - 문화재,"암각화, 바타르 하이르항,유목민"
2152418,소속단체,동북아역사재단,동북아역사재단_조라그트 하드-사슴과 산양(6암면 부분),"중앙아시아라는 보다 넓은 공간속에서 한반도를 비롯한 주변 지역의 선사문화를 조망하고 한국 민족 문화의 계통성을 파악할 수 있는 자료. 암각화는 세계의 모든 지역에서 살필 수 있는 가장 보편적인 선사 및 고대의 문화현상이며, 이 속에서 시대와 민족 그리고 지역의 차이에 따라서 바뀌어온 문화상들을 비교 연구할 수 있다.",633,문화체육관광 - 문화재,"암각화, 조라그트 하드,중앙아시아"
2152420,소속단체,동북아역사재단,동북아역사재단_조라그트 하드-사슴과 산양들(8암면 부분),"중앙아시아라는 보다 넓은 공간속에서 한반도를 비롯한 주변 지역의 선사문화를 조망하고 한국 민족 문화의 계통성을 파악할 수 있는 자료. 암각화는 세계의 모든 지역에서 살필 수 있는 가장 보편적인 선사 및 고대의 문화현상이며, 이 속에서 시대와 민족 그리고 지역의 차이에 따라서 바뀌어온 문화상들을 비교 연구할 수 있다.",728,문화체육관광 - 문화재,"암각화, 조라그트 하드,중앙아시아"
2155250,소속단체,동북아역사재단,동북아역사재단_덕흥리 고분벽화 - 입구서벽1,"덕흥리벽화고분(德興里壁畵古墳)은 평안남도(平安南道) 남포시(南浦市) 강서구역(江西區域) 덕흥동(德興洞 : 구 지명은 평안남도 대안시 덕흥리)에 위치한 고구려 초기 벽화무덤이다. 이 벽화무덤은 묘실(墓室 : 무덤방) 안에서 발견된 묵서명(墨書銘)에 의해 피장자는 유주자사(幽州刺史)를 지냈던 진(鎭)이라는 자이며, 조성연대는 영락(永樂) 18년 즉 408년이라는 것이 밝혀져 주목을 받았다.",618,문화체육관광 - 문화재,"고분벽화, 고구려, 덕흥리"
2313317,소속단체,동북아역사재단,동북아역사재단_후렝 우주르 하단 올-사냥꾼과 동물들(후렝 우주르 하단 올 13구역 암면),"중앙아시아라는 보다 넓은 공간속에서 한반도를 비롯한 주변 지역의 선사문화를 조망하고 한국 민족 문화의 계통성을 파악할 수 있는 자료. 암각화는 세계의 모든 지역에서 살필 수 있는 가장 보편적인 선사 및 고대의 문화현상이며, 이 속에서 시대와 민족 그리고 지역의 차이에 따라서 바뀌어온 문화상들을 비교 연구할 수 있다.",668,문화체육관광 - 문화재,"암각화, 후렝 우주르 하단 올,중앙아시아"
2368966,소속단체,동북아역사재단,동북아역사재단_하난하드-사슴(스키타이 시대),"흉노, 선비, 유연, 돌궐 등을 거쳐 몽골 제국에 이르기까지 유목민들이 차례로 제국을 건설하면서 주변 지역 문화 발전에 기여한 경험을 간직한 역사의 무대인 몽골고비알타이 지역의 바위그림. 한국 선사 및 고대문화의 계통성을 연구하는 의미 있는 형상들을 채록할 수 있는 주요한 자료이다.",651,문화체육관광 - 문화재,"암각화, 하난하드,유목민"
2369098,소속단체,동북아역사재단,동북아역사재단_조라그트 하드-초식동물과 맹수(조라그트 하드 27암면),"중앙아시아라는 보다 넓은 공간속에서 한반도를 비롯한 주변 지역의 선사문화를 조망하고 한국 민족 문화의 계통성을 파악할 수 있는 자료. 암각화는 세계의 모든 지역에서 살필 수 있는 가장 보편적인 선사 및 고대의 문화현상이며, 이 속에서 시대와 민족 그리고 지역의 차이에 따라서 바뀌어온 문화상들을 비교 연구할 수 있다.",641,문화체육관광 - 문화재,"암각화, 조라그트 하드,중앙아시아"
2424463,소속단체,동북아역사재단,동북아역사재단_폴타코프 바위그림 박물관-오쿠네보 시대의 환상의 동물이 그려져 있는 판석,러시아의 하카스코-미누신스크 분지와 투바공화국 내의 바위그림. 우리의 선사 및 고대문화와 직간접적으로 관련이 있는 지역의 바위그림을 통해서 한국 민족문화의 기원을 계통을 파악할 수 있는 주요한 자료이다.,599,문화체육관광 - 문화재,"암각화, 폴타코프 바위그림 박물관,러시아"
2424550,소속단체,동북아역사재단,동북아역사재단_움느드울-마차(청동기 시대) 1,"흉노, 선비, 유연, 돌궐 등을 거쳐 몽골 제국에 이르기까지 유목민들이 차례로 제국을 건설하면서 주변 지역 문화 발전에 기여한 경험을 간직한 역사의 무대인 몽골고비알타이 지역의 바위그림. 한국 선사 및 고대문화의 계통성을 연구하는 의미 있는 형상들을 채록할 수 있는 주요한 자료이다.",696,문화체육관광 - 문화재,"암각화, 움느드울,유목민"
2424551,소속단체,동북아역사재단,동북아역사재단_우스튜 사르골-우스튜 사르골 전경,러시아의 하카스코-미누신스크 분지와 투바공화국 내의 바위그림. 우리의 선사 및 고대문화와 직간접적으로 관련이 있는 지역의 바위그림을 통해서 한국 민족문화의 기원을 계통을 파악할 수 있는 주요한 자료이다.,680,문화체육관광 - 문화재,"암각화, 우스튜 사르골,러시아"
2647185,소속단체,동북아역사재단,동북아역사재단_조라그트 하드-사슴과 산양들(조라그트 하드 23암면),"중앙아시아라는 보다 넓은 공간속에서 한반도를 비롯한 주변 지역의 선사문화를 조망하고 한국 민족 문화의 계통성을 파악할 수 있는 자료. 암각화는 세계의 모든 지역에서 살필 수 있는 가장 보편적인 선사 및 고대의 문화현상이며, 이 속에서 시대와 민족 그리고 지역의 차이에 따라서 바뀌어온 문화상들을 비교 연구할 수 있다.",559,문화체육관광 - 문화재,"암각화, 조라그트 하드,중앙아시아"
2647187,소속단체,동북아역사재단,동북아역사재단_바타르 하이르항-동물들 1,"흉노, 선비, 유연, 돌궐 등을 거쳐 몽골 제국에 이르기까지 유목민들이 차례로 제국을 건설하면서 주변 지역 문화 발전에 기여한 경험을 간직한 역사의 무대인 몽골고비알타이 지역의 바위그림. 한국 선사 및 고대문화의 계통성을 연구하는 의미 있는 형상들을 채록할 수 있는 주요한 자료이다.",552,문화체육관광 - 문화재,"암각화, 바타르 하이르항,유목민"
2647188,소속단체,동북아역사재단,동북아역사재단_노곤 혼드-소 부분,"흉노, 선비, 유연, 돌궐 등을 거쳐 몽골 제국에 이르기까지 유목민들이 차례로 제국을 건설하면서 주변 지역 문화 발전에 기여한 경험을 간직한 역사의 무대인 몽골고비알타이 지역의 바위그림. 한국 선사 및 고대문화의 계통성을 연구하는 의미 있는 형상들을 채록할 수 있는 주요한 자료이다.",668,문화체육관광 - 문화재,"암각화, 노곤 혼드,유목민"
2647199,소속단체,동북아역사재단,동북아역사재단_후렝 우주르 하단 올-동물들(후렝 우주르 하단 올 10구역 29암면),"중앙아시아라는 보다 넓은 공간속에서 한반도를 비롯한 주변 지역의 선사문화를 조망하고 한국 민족 문화의 계통성을 파악할 수 있는 자료. 암각화는 세계의 모든 지역에서 살필 수 있는 가장 보편적인 선사 및 고대의 문화현상이며, 이 속에서 시대와 민족 그리고 지역의 차이에 따라서 바뀌어온 문화상들을 비교 연구할 수 있다.",655,문화체육관광 - 문화재,"암각화, 후렝 우주르 하단 올,중앙아시아"
2647200,소속단체,동북아역사재단,동북아역사재단_후렝 우주르 하단 올-산양들(후렝 우주르 하단 올 10구역 44암면),"중앙아시아라는 보다 넓은 공간속에서 한반도를 비롯한 주변 지역의 선사문화를 조망하고 한국 민족 문화의 계통성을 파악할 수 있는 자료. 암각화는 세계의 모든 지역에서 살필 수 있는 가장 보편적인 선사 및 고대의 문화현상이며, 이 속에서 시대와 민족 그리고 지역의 차이에 따라서 바뀌어온 문화상들을 비교 연구할 수 있다.",691,문화체육관광 - 문화재,"암각화, 후렝 우주르 하단 올,중앙아시아"
